Name,User ID,Followers,Followed,Tweets,Listed Count,Favourites Count,Media Count,Verified,Joined Twitter Date (UTC),Location,Description,Tweeted Search Term?,Pinned Tweet ID,URL,Is Blue Verified,LABEL
Who is Kafkaesque? I’ve never met him,31340397,1078,912,256994,18,23493,1435,FALSE,4/15/2009 4:34,Nambia ,My twitter account is 1000x wilder than I am in person. Don't take it (me) too seriously. I use the RT button a lot. Views may or may not be my own.,Yes,1.65E+18,,FALSE,1
S.T.I.V.I.N.C.I.A,1.37E+18,155,392,2119,0,1578,97,FALSE,3/14/2021 7:19,Nairobi,C.R.E.A.M 🤑,Yes,1.61E+18,,FALSE,0
harry baraka,1.80E+18,64,688,5433,0,4967,1,FALSE,5/27/2024 7:49,,,Yes,,,FALSE,0
Vincent Nyakundi,1.79E+18,29,93,99,0,76,2,FALSE,5/8/2024 19:48,,Livid,Yes,,,FALSE,0
Finn.,1.38E+18,1288,879,24255,0,90635,330,FALSE,4/6/2021 9:22,Inside Oomf,"Manchester United, Family,Hoes,Views Are My Own.
You're probably out of your mind but it's okay",Yes,1.72E+18,,FALSE,0
grace💋,1.61E+18,71,73,2736,0,7201,25,FALSE,1/5/2023 8:58,Kenya,,Yes,,,FALSE,0
Android Authority,95438524,1205382,115,95099,5927,4821,32004,FALSE,12/8/2009 15:13,,"Your source for the best phones, apps, headphones, deals, and more. Send tips to tips@androidauthority.com. Some of our links may earn us affiliate commissions.",Yes,,https://t.co/FS61nMeIvV,TRUE,1
Norman 🥑,9.53E+17,2698,1287,21898,2,122953,3604,FALSE,1/16/2018 13:26,"Nairobi, Kenya",Techie | Designer | Writer @startitup_ | Pro-Deejay @GypsyTheDj | Entrepreneur | Hodophile | Lover of Life | @ManUtd | Vibes!,Yes,1.50E+18,,FALSE,0
Stardust,765531950,3392,1114,117162,5,169810,1724,FALSE,8/18/2012 11:17,"Nairobi, Kenya",Musician| Baker| Optimist| Funny AF| Lucky Libra ♎ 🇰🇪🇺🇬,Yes,9.42E+17,,FALSE,0
Foreigner.,1.21E+18,41,280,893,0,580,3,FALSE,12/27/2019 22:17,,humor lover but a serious thinker.,Yes,,,FALSE,1
Tich,254941689,19016,277,30018,35,9895,181,FALSE,2/20/2011 9:53,Kenya / Ethiopia  / NY,These X’s are my own views,Yes,1.55E+18,,FALSE,1
Mak Mansa,354836289,4399,51,5141,6,26798,784,FALSE,8/14/2011 11:27,Nairobi,"House Tours, Licensed Drone Pilot",Yes,1.74E+18,https://t.co/fW4Z6fQzcg,FALSE,0
Eng. George Dindi,2737177622,202,388,1721,1,3056,5,FALSE,8/16/2014 13:01,Nairobi,"CEO Di_cent Enterprise, Technical Director Sun_UP Interiors, Business Strategist Lovin African & Project Engineer/ Manager Fubeco",Yes,,,FALSE,0
Dr Caleb,3389249968,362,975,2066,0,2145,23,FALSE,7/23/2015 13:23,"Nairobi, Kenya",Medic!Dextrose!,Yes,,,FALSE,0
ИцмэяӨ ЦиӨ¹,1.54E+18,186,1192,4682,2,3045,160,FALSE,6/29/2022 17:08,Check your Window. ,"I sиap ᖮ😡 
(⁠┛⁠✧⁠Д⁠✧⁠)⁠)⁠┛⁠彡⁠┻⁠━⁠┻ 
📸😮‍💨
 ᙮ᕽI like big furry 😼ᕽ᙮
¯⁠\⁠_⁠(⁠⊙⁠_⁠ʖ⁠⊙⁠)⁠_⁠/⁠¯
🇰🇪n 🦥
 βΘडडιи Цρ ☜⁠ ⁠(⁠↼⁠_⁠↼⁠)
 ᖮᕐᔾᕝᒡᒃᒻᕐᕐ",Yes,1.76E+18,,FALSE,1
inherited,1.15E+18,506,531,2921,0,1436,62,FALSE,7/10/2019 8:19,Kenya,"CEO and Founder of Driver app where it allows you to get your desired driver over anytime at affordable payments.
Writing a book, We make Choices that make us.",Yes,,,FALSE,0
champions 15/16,988350445,942,861,32804,7,7929,1542,FALSE,12/4/2012 8:38,254,\⚽ team ARSENAL #coyg ⚽/,Yes,,,FALSE,1
CryptoHiro,1.42E+18,81,105,1200,1,2908,9,FALSE,7/24/2021 18:09,,Chasing the Sun,Yes,,,FALSE,0
Kiarie Ng'ang'a,478698710,1573,1975,35983,16,3841,159,FALSE,1/30/2012 15:31,Thika,"A cheerful guy who loves GOD and, takes life easy.
A husband and dad.",Yes,1.61E+18,https://t.co/AzowSVEK0w,FALSE,0
Sir-Rap-alot,522528377,106253,4427,426742,80,11695,7491,FALSE,3/12/2012 19:45,Nairobi,Can i kick it?,No,,,FALSE,1
Truphosa Hapisu,931395523,1682,2746,17641,6,40191,831,FALSE,11/7/2012 6:25,KENYA,"Firmly upholds Godly family values,proud mother&wife, Founder&CEO @TRU_Limited Product/service distribution agency. Healthprenuer of the year - @foyaglobal 2020",Yes,1.33E+18,https://t.co/8EyT7Xcnp6,FALSE,1
Kelvin N,3054561355,21476,1407,9847,23,2688,1148,FALSE,3/2/2015 4:12,Nairobi,Building @afrikanest | Software Engineering Manager,No,1.76E+18,,TRUE,0
M!$$¥,95096911,789,426,12775,8,72718,110,FALSE,12/7/2009 0:03,Dubai ,Business consulting (strategist on general partnership) club 254,Yes,9.35E+17,https://t.co/heu9EakSK9,FALSE,1
Ann 🇰🇪,1.63E+18,1985,1998,906,0,13305,57,FALSE,2/17/2023 15:42,Moi university Eldoret ,"Whenever I have a problem, I sing. Then I realize my voice is worse than my problem.
Chelsea fun💙.I 100% following back.
student @ moi university annex",Yes,1.73E+18,https://t.co/uF5sLKGES7,FALSE,0
Bill,3012721984,4972,5256,6902,3,53719,57,FALSE,2/2/2015 18:10,,Environmentalist||Gooner|| I follow back ||,Yes,,https://t.co/32WkzcYMT3,FALSE,0
Jairus Khisa,1.70E+18,613,621,541,0,29127,4,FALSE,9/9/2023 17:54,,,Yes,,,FALSE,0
A P E S H I T 🦍,431598484,1044,2643,28049,1,43925,1123,FALSE,12/8/2011 13:27,"Sandton, South Africa","may the bridges I burn always light the way..
once it's time for lift-off there's no turning back
UNBOTHERED UNDETTERED UNAPOLOGETIC",Yes,1.36E+18,,FALSE,1
Naserian 🇰🇪🇰🇪,1.17E+18,43,38,242,0,1608,4,FALSE,8/28/2019 19:32,"Nairobi, Kenya","Journalist | AnythingButNormal |
Nas | Maasai | Writer | MODEL |
IG @justhappylives_
@sksdoughandbatter
@_kuriyio__
Loyal | Brave | True 🦋
YO♥️KOLI🤩
LOVEISWAR",Yes,,https://t.co/EPFssIl19C,FALSE,1
Mabior.,1.26E+18,1080,744,5518,1,10496,479,FALSE,5/20/2020 13:50,Kawalase,Sudi Boi.  Burnley FC,Yes,1.72E+18,,FALSE,0
Alice 🇰🇪,29414767,794,476,8079,1,8433,212,FALSE,4/7/2009 9:11,Nairobi,Founder of AM Law. Ambivert. Daughter. Auntie Mo. Sister. Occasional shark. 💖,Yes,,https://t.co/xFLHHhZisx,FALSE,0
p.a.m.m.y,1.45E+18,77,262,352,0,2652,7,FALSE,10/24/2021 8:43,kuja tu hivyo nakuona,,Yes,,,FALSE,0
#Rejectfinancebill2024™,1.26E+18,707,302,1666,0,49337,91,FALSE,5/24/2020 19:04,"Nanyuki, Kenya","Financial economist
loves cars
gamer",Yes,,,FALSE,1
Nimu,7.33E+17,1421,1424,332,1,4651,3,FALSE,5/19/2016 12:58,"Nairobi, Kenya",Because every breath I take proves that I can live without you.Because I'm a lover of waru,Yes,1.24E+18,,FALSE,1
paulo,1.69E+18,805,633,1407,0,49852,13,FALSE,8/20/2023 20:49,"Nairobi, Kenya",The special one,Yes,,,FALSE,0
taxes ranger hater,8.32E+17,565,1273,14799,2,51731,957,FALSE,2/16/2017 12:34,,not an adult. Just a child with a drinking permit,Yes,,https://t.co/oDk5COCITG,FALSE,0
SportPesa Kenya,7.72E+17,137719,89,44671,56,5315,13952,FALSE,9/2/2016 5:20,"Nairobi, Kenya",Kenya's number one gaming platform. Visit our website: https://t.co/QB81XyA5Am https://t.co/XKycDJuAMx,No,1.80E+18,https://t.co/QB81XyA5Am,FALSE,1
Edith Rutto,1.42E+18,36,115,206,0,2602,2,FALSE,8/6/2021 11:08,,sometimes the king is a woman 🌞👑,Yes,,,FALSE,1
Kemi☠️🧷,1.12E+18,179,420,1323,0,10578,29,FALSE,4/20/2019 15:16,"Nairobi, Kenya","Goth🦇
DJ | Producer |  Mixologist
Hatujuani ivo",Yes,,https://t.co/OR2DbNxl77,FALSE,0
crazy_world,8.36E+17,383,1008,792,0,1176,5,FALSE,2/27/2017 10:26,,"💥💥💥like a movie🎬🎬🎬.......Trust, humility and confidence is me..",Yes,,,FALSE,0
haman🇰🇪🇺🇬🇹🇿🇷🇼🇧🇮,8.98E+17,54,848,444,0,1825,20,FALSE,8/16/2017 20:02,,,Yes,,,FALSE,0
Aligned,286809578,238,913,3754,5,27755,3,FALSE,4/23/2011 18:57,,"God|Economist|Sustainable development|
Sustainable Agriculture| Table tennis|❤️",Yes,1.18E+18,,FALSE,0
c.,1.40E+18,1185,34,63723,0,170385,1511,FALSE,6/3/2021 10:51,"Rift Valley, Kenya",Libra.,Yes,1.72E+18,,FALSE,1
@comrades corner,1.54E+18,2541,3833,6200,4,37021,764,FALSE,7/6/2022 12:51,,"Civil Engineering apprentice 
Advocating for peace 
Free Gaza👋🖤",Yes,1.73E+18,,FALSE,0
Miss X,1.43E+18,892,2077,3501,0,6237,170,FALSE,8/20/2021 7:02,Kenya,"good vibes and Inshallah.

low key football lover.",Yes,1.80E+18,,FALSE,1
_.yl.denizy™,1.74E+18,2001,1660,33243,0,42702,22,FALSE,1/1/2024 5:47,"Thika, Kenya","Cool guy😎//Entrepreneur//Agriculturalist//Marketing manager//vibes on top//music lover//like gaining weight and skills.
 CHELSEA FANM💙💙",Yes,1.80E+18,,FALSE,0
Newton Idaki,1.48E+18,21,41,65,0,966,2,FALSE,1/12/2022 15:38,,,Yes,,,FALSE,0
Michael Kipkorir,1.16E+18,6616,6688,6121,19,14510,456,FALSE,8/22/2019 10:23,,"Exploring the limitless potential of Artificial Intelligence with our lord and savior, GPT-4!",Yes,1.79E+18,,FALSE,0
Njau,7.92E+17,358,1607,7635,0,21575,49,FALSE,10/27/2016 8:48,"Nairobi, Kenya",Rco,Yes,1.37E+18,,FALSE,0
SIGA,1.50E+18,441,442,1956,0,1457,37,FALSE,3/9/2022 17:34,Utopia,Based on true story,Yes,,,FALSE,0
tariq avoga,2382234946,991,2122,2510,2,17648,75,FALSE,3/4/2014 11:32,"Nairobi, Kenya",Degree in human resource development and business,Yes,,,FALSE,0
Cyuzuzo Alain,1.65E+18,103,235,923,0,12275,3,FALSE,4/29/2023 3:46,,"Live and die United
  ❤️🖤🤍",Yes,,,FALSE,1
parking lot grass,2522894602,1660,772,73803,1,137347,824,FALSE,5/2/2014 8:28,4°,remember to breathe. diet planning.,Yes,1.75E+18,,FALSE,0
Oranch,1.11E+18,2123,895,4502,2,10370,60,FALSE,4/6/2019 11:39,,A human. Being.,Yes,1.80E+18,,FALSE,0
Janet kihanya,2739671849,36,39,580,1,293,27,FALSE,8/11/2014 6:09,"Nairobi, Kenya","Maturity does not come with age...rather, it's the ability to call out BULLSHIT even before it takes form..#word",Yes,,,FALSE,1
rei,1243050746,7,45,200,0,783,21,FALSE,3/5/2013 6:47,"Nairobi, Kenya",✌️,Yes,,,FALSE,1
Ingutia Junior 🇲🇼🇭🇲,1648451526,1369,1123,27574,3,10997,688,FALSE,8/5/2013 19:16,"Darwin, Northern Territory",An Arsenal fan n a wholeheartedness human being. Views xpressed here are totally personal. Political analyst.,Yes,,,FALSE,0
urban rush,1.59E+18,274,298,59411,0,63557,7,FALSE,11/18/2022 6:52,,,Yes,,,FALSE,0
Young Metro🐐,1.60E+18,3612,2820,3980,0,124108,61,FALSE,11/28/2022 5:37,,#MUFC  🧬,Yes,,,FALSE,1
Wilfred Waichuhi,7.34E+17,70,179,2759,3,6771,0,FALSE,5/21/2016 17:01,,,Yes,,,FALSE,0
I'm your favourite writer now,1.22E+18,164,54,277,0,217,22,FALSE,1/11/2020 9:46,In my head creating scenarios ,"https://t.co/tzlR5GNM6c
This is a tiny internet desk for @Tsar_amongKings
midnightmusings.writing@gmail.com",Yes,1.40E+18,https://t.co/6lFCTbtGhC,FALSE,0
fifi❤️,3001405732,46386,17062,151547,19,113310,3031,FALSE,1/27/2015 13:33,Maboneng South Africa,"Salt influencer🙏
Fun loving and easy going /Dm strictly for promos🙏 Varsity vibe agent//I'm not my tweet I'm not my voice // Content creator ❤️",Yes,1.79E+18,https://t.co/xthKBXLig7,TRUE,0
Daniel Perez,1.76E+18,28,47,19,0,245,0,FALSE,2/16/2024 5:22,,,Yes,,,FALSE,0
Evanoe™️,480373229,1586,1489,68628,20,3553,1327,FALSE,2/1/2012 12:31,@NAIROBI KENYA ,|Tech-Freak|Sports Fanatic|,Yes,7.71E+17,,FALSE,0
Optasia Waruguru,448809523,440,427,4270,1,29366,248,FALSE,12/28/2011 11:49,"Nakuru, Kenya",Dorit 💞,Yes,,,FALSE,0
Lesley,1.78E+18,118,1081,2223,0,5243,23,FALSE,4/14/2024 13:36,,Just want to be happy nothing more..,Yes,,,FALSE,1
#RejectFinanceBill 2024,823008588,1644,1016,5763,14,12926,534,FALSE,9/14/2012 9:46,"Mombasa, Kenya","Conservationists🐼🦁🌴 
Champion of Sustainable travel🙆💪",Yes,1.38E+18,https://t.co/nXOTLxyAcq,FALSE,0
Governor 006,7.34E+17,1086,2161,1767,0,5226,68,FALSE,5/21/2016 12:28,Kenya,"Teacher || Mathematics / Chemistry || blogger ||Reader || Leader

The forthcoming Taita Taveta county Governor 2032......so Help me oh God",Yes,1.49E+18,https://t.co/vZi020HieH,FALSE,1
KEVIN,1.69E+18,351,717,712,0,1585,21,FALSE,8/22/2023 21:08,Ruiru,Official account//Manchester United fan//here for fun,Yes,,,FALSE,0
Master Bett🥷,1.69E+18,50,121,2648,0,2663,14,FALSE,8/9/2023 17:38,"Kericho, CBD","Tech Enthusiast🧑‍💻
Network Engineer🧑‍💻
Chelsea goon 💙
Football pundit👣⚽",Yes,,,FALSE,0
Dreadlocks Nairobi Kenya Salon,8.15E+17,986,693,2925,2,268,683,FALSE,12/31/2016 5:10,"Nairobi, Kenya",Natural dreadlocks | sisterlocks salon in Kenya | call 0723687868 for bookings,Yes,1.80E+18,,TRUE,1
Joy,525515090,13,254,211,1,191,0,FALSE,3/15/2012 16:22,,Different dosen't mean incorrect.,Yes,,,FALSE,0
Mwakina,1.38E+18,141,162,779,0,1611,14,FALSE,4/8/2021 17:49,Kenya,"Geomatic and Geospatial Information System|
International Humanitarian Law|
Live🍁.Grind💪🏼.Enjoy🍾|
Always a Gooner❤️|
Life is hard don't slander me.",Yes,,,FALSE,0
Thee Dude 😎,1.49E+18,4275,1843,62607,1,52706,232,FALSE,2/6/2022 16:11,My place.,"HR Practitioner

Discipline determines your destiny not your desire.

GGMU ❤️

HOMEBOY✌️",Yes,1.80E+18,,FALSE,1
Noir☆,1.11E+18,6005,6301,4674,0,45379,192,FALSE,3/15/2019 8:13,Next Door,"♠️Work hard♠️Stay humble
ifb💯
#GGMU🔴♡
student @Moringaschool",Yes,,,FALSE,1
Miss Wabi-sabi🌸,7.94E+17,380,383,5320,0,14925,85,FALSE,11/1/2016 19:12,"Myverse, The World","Hearts don't break here.

Architect... aspiring illustrator.... might have  taken psychology at some point",Yes,1.73E+18,,FALSE,1
doc,1.70E+18,4,19,301,0,28,21,FALSE,9/14/2023 5:50,,Just a small town girl living in a lonely world,Yes,,,FALSE,0
MûthuriH.👹,1.57E+18,146,531,4905,0,12025,223,FALSE,9/1/2022 9:05,"Nairobi, Kenya.",Pop Culture Trailblazer! Entrepreneur! Amateur Internet Trailblazer! Reader! Award-winning problem solver. God first.,Yes,,https://t.co/a6bj1gYJ8T,FALSE,0
Monica,1.11E+18,201,209,1036,0,3274,3,FALSE,3/30/2019 8:03,,"Biochemist/  Feminist
@Arsenal @ArsenalWFC",Yes,,,FALSE,1
🦋Nyawira🦋,1.52E+18,32,45,308,0,1309,0,FALSE,5/4/2022 10:32,,"As long as the dice is rolling,your six will come",Yes,,,FALSE,0
Former Child,9.34E+17,1294,736,7549,2,19713,126,FALSE,11/24/2017 18:19,,The Former not the Latter| Full Time Ice Cream Connoisseur| Collector of Treasures and Curiosities| Lover of Books| 3/5/23 🕊🤍.,Yes,1.72E+18,,FALSE,1
UTDTrojan,1.23E+18,113,87,30,0,42096,2,FALSE,2/28/2020 14:47,,MANCHESTER WAS/IS 🔴,Yes,,,FALSE,0
Empress Riziki,1.42E+18,310,254,12577,3,32522,210,FALSE,7/22/2021 13:38,United States,"African . East African . Kenyan Woman. Feminist 🇰🇪Supporting Arsenal ,Common sense and rational women .Decolonized Mind . Don’t follow me . I’m equally lost .",Yes,,,FALSE,1
Nkatha,8.83E+17,70,65,600,0,1621,0,FALSE,7/5/2017 21:06,"Nairobi, Kenya🇰🇪",Aries♈||,Yes,1.50E+18,,FALSE,1
Tito k,1.75E+18,37,106,339,0,1612,5,FALSE,1/14/2024 18:07,"Nairobi, Kenya",Software Engineer || Chess nerd,Yes,1.76E+18,https://t.co/Ghcn2229We,FALSE,0
Sue. C.Rono,9.49E+17,34,107,1340,0,4471,3,FALSE,1/3/2018 18:20,"Nairobi, Kenya","❤Follower of Christ..City girl by circumstances
 country girl at heart.",Yes,,,FALSE,0
#Hashtag Rutere,573564551,525,861,8901,0,4536,116,FALSE,5/7/2012 11:41,,Get better today,Yes,1.27E+18,,FALSE,1
a Lone Alpha wereWolf,995603220,1760,2784,3311,24,6924,52,FALSE,12/7/2012 18:31,"Nairobi, Kenya",Just another Dev who loves to travel. Sketchy artist. Foodie. engineer,Yes,,,FALSE,1
Don Barzini,486750314,1312,2057,8185,0,383,121,FALSE,2/8/2012 16:36,,"Manager @MeruCityFC,

Sports Entrepreneur",Yes,1.04E+18,,FALSE,0
Monicah Mugo,544088839,975,827,7828,10,3116,1055,FALSE,4/3/2012 8:15,Nairobi-Kenya,"Filmmaker, founder MMF Studio Africa Ltd
(Award winning Post Producers/Supervisor)

🤍Jesus, Politics, F1, Man City💙
I♥️2collab!🙂",Yes,1.66E+18,,FALSE,1
Jingle Bellzzz,1.27E+18,218,160,4263,1,14205,44,FALSE,6/1/2020 16:18,,XIX.VII🌹 saved Christian 💕 student architect🎓 🇰🇪,Yes,,,FALSE,1
DJ CJ Kenya,293046693,1841,2519,5280,1,3661,277,FALSE,5/4/2011 17:26,Nairobi,Sheng Ambassador | DJ | Media Personality | Gift of Gab Show | Pawa Radio | Artivist,Yes,1.80E+18,,TRUE,1
E V E,1337988535,154,1173,7235,1,35511,264,FALSE,4/9/2013 0:53,"Kitengela via Ma, USA","Sports(bball and football ⚽️), Comedy and Queer!!!

#BGishome #blackqueerlivesmatter #stormfan2024",Yes,,,FALSE,1
Katimba,1.38E+18,941,73,28486,1,312661,31,FALSE,4/15/2021 18:02,"Machakos, Kenya","Do good,be good.",Yes,,,FALSE,1
Pierre,1872889585,1094,2490,16970,2,138407,177,FALSE,9/16/2013 20:05,"Mombasa, Kenya","Learn,Explore-Have fun @ChelseaFc",Yes,,,FALSE,0
wuodgot ⚡,1.74E+18,19,28,2063,0,2124,83,FALSE,12/31/2023 14:24,,99 overall,Yes,,,FALSE,1
waru,8.42E+17,6777,5833,62877,1,202647,39,FALSE,3/16/2017 9:54,"Nairobi, Kenya",not a real place,Yes,1.23E+18,,FALSE,1
dennis,2905487513,257,407,4191,3,15198,341,FALSE,12/4/2014 19:36,Thika 🔁 Nyeri,Marketing | Geopolitics | Finance | Good Music,Yes,1.42E+18,,FALSE,1
cheroigin,282446559,571,460,8740,6,12401,221,FALSE,4/15/2011 6:57,KE,the world is yours,Yes,,,FALSE,1
Ken SB1,1.57E+18,27,53,1088,0,1553,11,FALSE,9/9/2022 16:28,,,Yes,,,FALSE,0
Positive Binges,1.65E+18,366,355,3727,0,11709,27,FALSE,5/4/2023 18:48,🌐,,Yes,,,FALSE,0
Skip Marvier,1.41E+18,1456,844,4252,1,130594,74,FALSE,6/20/2021 11:52,"Kisumu, Kenya",Big things on the way ♠️🔥,Yes,1.49E+18,,FALSE,0
Benny,1.63E+18,14,80,259,0,139,95,FALSE,2/21/2023 20:56,,"For News, quotes and opinions about Chelsea FC  and bantering other EPL clubs just for fun 😊",Yes,,,FALSE,1
mumumemusi,2769864706,52,745,389,1,44794,0,FALSE,9/14/2014 9:10,,,Yes,,,FALSE,0
Mwenda,1.46E+18,21,8,310,0,10732,0,FALSE,11/2/2021 15:27,,,Yes,,,FALSE,0
#RejectFinanceBill2024,1.09E+18,9355,661,52886,1,157667,926,FALSE,1/16/2019 15:02,☁️9,Thicc and a solid 5'8 🇰🇪 @ManUtd                                promo 💌: chemosbusiness@gmail.com,Yes,1.49E+18,https://t.co/rtbo6cIBC5,FALSE,0
Khush Baba,1.52E+18,4,59,34,0,170,0,FALSE,4/17/2022 0:04,,,Yes,,,FALSE,0
Barson C Evans,8.96E+17,223,2385,358,0,8002,10,FALSE,8/10/2017 12:09,"Nairobi, Kenya","Kenyan lawyer,a believer of democracy and good governance.
A @lfc no. 1 African fan and generally a sports lover.",Yes,,,FALSE,0
Edrin-t 🇰🇪,1385189461,12,137,52,0,602,1,FALSE,4/27/2013 18:29,,,Yes,,,FALSE,0
TRAPAVELLI🇦🇷,1.03E+18,1711,2358,30139,0,31436,780,FALSE,8/17/2018 15:21,"Nairobi, Kenya","WE ALL WE GOT
....
My Musical Taste Is Eclectic

#COYG #OGBarbz #OctoStan",Yes,1.78E+18,,FALSE,0
KYAL,1.19E+18,1546,1490,5284,0,117358,458,FALSE,11/9/2019 11:25,Hurt niggas hurt niggas ,Cyclops Don't Hit their Targets.,Yes,,https://t.co/u74yOYiVcD,FALSE,1
Randomer,1492767318,204,521,10661,0,7279,2,FALSE,6/8/2013 12:27,"Eldoret, Kenya",Self Inspired. There's a kind of recklessness that being a loner allows me.,Yes,,,FALSE,0
Jöéé,9.63E+17,31,81,80,0,30,1,FALSE,2/12/2018 11:25,,...,Yes,,,FALSE,0
Kabuto,1.33E+18,59,231,1722,1,4876,46,FALSE,11/18/2020 22:54,"Nairobi, Kenya",,Yes,1.64E+18,,FALSE,0
it's konzolo,9.94E+17,1496,2281,21003,0,67962,699,FALSE,5/9/2018 14:03,"Nairobi, Kenya",,Yes,1.68E+18,https://t.co/0atYubD9iK,FALSE,0
Bryan Kiprono,1.27E+18,1760,2763,4577,0,10329,35,FALSE,6/22/2020 6:34,"Nairobi, World","Journalist.
Non-Profit Communications.
Formerly, @K24tv, @PeopleDailyke .
@NxtGenFellows Contributor.

Son of the most High. #bygracethroughfaith",Yes,1.48E+18,,FALSE,0
Kenyan Quipster,4103782036,605,1505,2772,0,1069,170,FALSE,11/3/2015 9:52,,"In war, the general receives his commands from the sovereign",Yes,,,FALSE,1
Sheekowalace,1.45E+18,75,138,1273,0,18807,2,FALSE,10/4/2021 16:42,"Nairobi, Kenya",MACHO MACK 📍,Yes,,,FALSE,1
Z͜͡EUSŭ숬😈,1.45E+18,856,1002,4030,0,6886,27,FALSE,10/26/2021 9:25,"Nairobi, Kenya","Too dead to die.😈😈

Life is hard. It’s more challenging if you’re stupid.......

It’s all fun and games till it’s not fun and games

Billionaire. Dreamer.🇰🇪",Yes,,,FALSE,1
Ms. Mwaura,1.78E+18,32,152,165,0,192,1,FALSE,4/2/2024 12:18,,Free Knowledge Ambassador. 🇰🇪,Yes,,,FALSE,0
John Nderitu.,1.23E+18,422,279,1288,1,30236,15,FALSE,2/6/2020 19:24,,Construction Project Manager.,Yes,,,FALSE,0
A+ Player,8.83E+17,71,139,335,0,1494,0,FALSE,7/7/2017 10:52,"Nairobi, Kenya",,Yes,,,FALSE,0
blackbeard,3050677287,37,108,79,0,53,4,FALSE,2/21/2015 20:41,,,Yes,,,FALSE,0
Chrispus Mogwasi,8.94E+17,1648,4776,2441,9,10344,172,FALSE,8/6/2017 10:07,"Machakos, Kenya",Fragrance Bar |Smell expensive for less| Chess ♟️                 0757446958,Yes,1.78E+18,https://t.co/A8aNqo54tj,FALSE,1
broken native,1.38E+18,65,626,88,0,2286,4,FALSE,4/9/2021 9:32,,,Yes,,,FALSE,0
feel possessed,1.52E+18,225,386,3199,0,30738,547,FALSE,4/27/2022 10:54,,"Fun
Less struggle",Yes,,,FALSE,0
Knʁᴉɑ,34944806,1417,1468,36323,4,55304,591,FALSE,4/24/2009 14:54,kenya,"I love life and all the things that make it worthwhile; Family,Great friends,| ooh! Am A MANUTD diehard fan|proud Dad {Tamara,Tiffany & Tamika }",Yes,,,FALSE,1
Tita Ket,1.23E+18,648,113,35453,1,52640,307,FALSE,3/2/2020 7:37,Kenya,Introvert with an opinion | Views expressed my own | Likes / Retweets not necessarily endorsements.,Yes,1.66E+18,,FALSE,0
Jagwar,482778341,7574,6856,33759,12,7736,446,FALSE,2/4/2012 9:11,"Nairobi, Kenya",Visual Designer,Yes,,https://t.co/olCtLVMOQn,FALSE,0
Mbuthia,1.76E+18,5,4,33,0,640,0,FALSE,3/3/2024 18:34,,,Yes,,,FALSE,0
independent thinker,289950958,1198,1855,176528,36,6747,631,FALSE,4/29/2011 14:04,online ,"Aviator, Aeronautical  Engineer (avionics),
physics and m
athematics tutor,
solar PV expert..

Struggle is the elemy, #GGMU",Yes,,,FALSE,0
🇰🇪 Foi,1121611568,7280,6113,2574,18,2954,169,FALSE,1/26/2013 10:38,Around the world,"Current affairs | SDG 5,13 & 16 |Multifaceted I Ambidextrous | Trans-Financial",Yes,1.74E+18,,FALSE,1
AG,1.00E+18,5435,840,90038,5,263871,1375,FALSE,6/7/2018 18:49,"Nairobi, Kenya",FULL TIME ICON.🐉,Yes,1.29E+18,https://t.co/LM5kc9VfZs,FALSE,1
cj 🤍܁ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,3147521272,397,1015,1177,0,5030,4,FALSE,4/8/2015 10:14,"Eldoret,Kenya",,Yes,,,FALSE,0
Monicah Muhoya,7.81E+17,726,1400,6579,8,14492,512,FALSE,9/28/2016 7:40,world is my village,Founder @sisterspeaks254 #Heels4PadsFoundation 📚Fellow @postgrowth 🔴MHM & Innovation ⛑️ Gender Storytelling 🎤#OVAReact Podcast Host on @capitalfm #Tech,No,1.48E+18,,FALSE,0
Makena Kimani,3291244824,585,372,26854,2,63801,1540,FALSE,7/24/2015 23:07,"Nairobi, Kenya",✨Keeping the faith✨,Yes,1.43E+18,https://t.co/CHyX3TRFo9,FALSE,0
@sisterspeaks254,1.13E+18,644,408,4795,1,1819,1150,FALSE,5/17/2019 19:36,Kenya,"CURATORS Female-centered Networks
FOUNDERS: #Heels4Pads Foundation to raise awareness on #periodpoverty
HOSTS: #OVAReactPodcast @capitalfmkenya",No,1.79E+18,https://t.co/kxTS3bhXUi,FALSE,0
BintiPads,1.53E+18,371,282,982,0,758,268,FALSE,5/19/2022 11:26,"Nairobi, Kenya","BINTI PADS is Designed by Kenyan Women for Women. Comfortable | Affordable | Skin-friendly | Zero Leaks Reach us : bm.inquiries@bintimarvels.com |
0717 345 841",No,1.78E+18,https://t.co/qr9uILuqVl,FALSE,0
Shamima Fadhil,1.10E+18,557,69,988,0,9618,28,FALSE,3/5/2019 14:34,"Nairobi, Kenya",إذا كان الله معك فمن عليك، وإذا كان الله عليك فمن معك؟,Yes,1.34E+18,,FALSE,1
Hussein Jeff,8.43E+17,484,789,412,0,1386,15,FALSE,3/18/2017 19:20,"Nairobi, Kenya",Sports Entertainment Lifestyle Technology & Science Government Government & Politics International Technology News Lifestyle,Yes,,,FALSE,1
